source,article_url,title,date,shortened_full_text,combined_text,sentiment_label,sentiment_score
The Guardian,https://www.theguardian.com/australia-news/2023/feb/11/turkey-and-syria-earthquake-australian-death-toll-believed-to-have-risen-to-three,Turkey-Syria earthquake: Melbourne man confirmed dead as Australian toll believed to have risen to three,11 Feb 2023 03.16 CET,"Remains of Australian man and Australian woman identified by family members in Turkey, according to Department of Foreign Affairs and Trade Three Australians are believed to have died in the devastating earthquake that hit Turkey and Syria, which has killed more than 23,000 people. The remains of an Australian man and an Australian woman have been identified by family members in Turkey, according to the Department of Foreign Affairs and Trade. On Friday, the Australian foreign affairs minister, Penny Wong, said: “We are deeply saddened by what we see in Turkey and also in Syria, that the loss of life and the destruction is just so deeply saddening and so tragic.” An Australian disaster assistance response team was expected to arrive in Turkey this weekend, with an addition $10m support from the federal government. “We recognise the devastated environment the Turkish people are currently facing and our team is all about supporting that community to get back on their feet,” he said. The emergency management minister, Murray Watt, said the government wouldn’t put a time limit on its support for Turkey as a team of more than 70 emergency service personnel were dispatched to help in the region. “We’ll be working with the Turkish government to understand what they need,” he said, adding that more aid could be provided if it was required. About 80 Australians who were in the area affected by the earthquake are now receiving assistance from Australia in Turkey and Lebanon. Diplomatic missions in Ankara, Istanbul and Beirut continue to reach out to Australians reportedly in the region. On Saturday, a second convoy of aid trucks crossed into north-western Syria from Turkey, as rescuers continued to pull survivors – including a newborn baby – from the rubble. The magnitude-7.8 quake struck the southern Turkish province of Kahramanmaras on Monday and also badly affected parts of neighbouring Syria. The candlelight vigil in Maryborough will include the reading of a message from the Turkish consulate, while the Gold Coast vigil will be hosted by the local Turkish Society. The NSW premier, Dominic Perrottet, on Saturday met with members of the Turkish community at Sydney’s Auburn Gallipoli Mosque.","Turkey-Syria earthquake: Melbourne man confirmed dead as Australian toll believed to have risen to three Remains of Australian man and Australian woman identified by family members in Turkey, according to Department of Foreign Affairs and Trade Three Australians are believed to have died in the devastating earthquake that hit Turkey and Syria, which has killed more than 23,000 people. The remains of an Australian man and an Australian woman have been identified by family members in Turkey, according to the Department of Foreign Affairs and Trade. On Friday, the Australian foreign affairs minister, Penny Wong, said: “We are deeply saddened by what we see in Turkey and also in Syria, that the loss of life and the destruction is just so deeply saddening and so tragic.” An Australian disaster assistance response team was expected to arrive in Turkey this weekend, with an addition $10m support from the federal government. “We recognise the devastated environment the Turkish people are currently facing and our team is all about supporting that community to get back on their feet,” he said. The emergency management minister, Murray Watt, said the government wouldn’t put a time limit on its support for Turkey as a team of more than 70 emergency service personnel were dispatched to help in the region. “We’ll be working with the Turkish government to understand what they need,” he said, adding that more aid could be provided if it was required. About 80 Australians who were in the area affected by the earthquake are now receiving assistance from Australia in Turkey and Lebanon. Diplomatic missions in Ankara, Istanbul and Beirut continue to reach out to Australians reportedly in the region. On Saturday, a second convoy of aid trucks crossed into north-western Syria from Turkey, as rescuers continued to pull survivors – including a newborn baby – from the rubble. The magnitude-7.8 quake struck the southern Turkish province of Kahramanmaras on Monday and also badly affected parts of neighbouring Syria. The candlelight vigil in Maryborough will include the reading of a message from the Turkish consulate, while the Gold Coast vigil will be hosted by the local Turkish Society. The NSW premier, Dominic Perrottet, on Saturday met with members of the Turkish community at Sydney’s Auburn Gallipoli Mosque.",NEGATIVE,0.9699156880378723
BBC,https://www.bbc.com/sport/football/videos/cek90d3932vo,Turkey keeper Gunok's 'wonderful' save denies Austria late equaliser,3 Jul 2024,Turkey goalkeeper Mert Gunok produces an incredible late save to deny Austria's Christoph Baumgartner an equaliser at Euro 2024. MATCH REPORT: Turkey 2-1 Austria,Turkey keeper Gunok's 'wonderful' save denies Austria late equaliser Turkey goalkeeper Mert Gunok produces an incredible late save to deny Austria's Christoph Baumgartner an equaliser at Euro 2024. MATCH REPORT: Turkey 2-1 Austria,POSITIVE,0.9694429039955139
BBC,https://www.bbc.com/news/world-asia-57965825,Suspected IS member can return to New Zealand,26 Jul 2021,"A woman suspected of being an Islamic State (IS) member can be repatriated from Turkey, New Zealand says. The woman had been caught entering Turkey from Syria with her children. ""They are not Turkey's responsibility, and with Australia refusing to accept the family, that makes them ours,"" Ms Ardern said.","Suspected IS member can return to New Zealand A woman suspected of being an Islamic State (IS) member can be repatriated from Turkey, New Zealand says. The woman had been caught entering Turkey from Syria with her children. ""They are not Turkey's responsibility, and with Australia refusing to accept the family, that makes them ours,"" Ms Ardern said.",NEGATIVE,0.9859532713890076
The Guardian,https://www.theguardian.com/world/2023/may/29/monday-briefing-what-erdogans-election-runoff-win-means-for-the-future-of-turkey,First Edition newsletterMonday briefing: What Erdoğan’s election runoff win means for the future of Turkey,29 May 2023 07.45 CEST,"Either way, after the most significant challenge to his supremacy since he rose to power in Turkey two decades ago, Erdoğan is president again, winning yesterday’s runoff election by 52% to 48%, a margin of more than 2m votes. Erdoğan’s success will have significant consequences for Turkey’s economy, minority groups and refugees, and the country’s position on the international stage – and it could pave the way for a significant consolidation of his power. Before the first round of the Turkish election, most analysts viewed a victory for opposition leader Kemal Kılıçdaroğlu as a real possibility. His 4% margin – comfortable, but not a landslide – suggests that there will be “no real change of course in Turkey,” says Soner Cagaptay, senior fellow at the Washington Institute thinktank in the US. “If you see what’s happening in Turkey as simply about manipulating the state, you’re ignoring the really broad social support for what Erdoğan represents,” Ziya Meral said. “That comes with a subtext of Turkish-US relations,” Meral said. “If there is progress in Washington on the sale of F-16 fighter jets that Turkey wants, or if Biden hosts Erdoğan in the White House, some sort of normalisation is possible.” Meanwhile, Erdoğan will press on with attempts to find new investment for the Turkish economy among previously adversarial countries in the Middle East “and wherever he can find it”, Meral said, with the old goal of EU membership in tatters. Turkey’s Kurdish minority were seen as important to Kılıçdaroğlu’s hopes of victory. That is because, since 2015 and the collapse of the peace process with the Kurdistan Workers’ party (PKK) – which Turkey views as a terrorist group – Erdoğan has prosecuted a wide-ranging crackdown. Meanwhile, Erdoğan has frequently attacked the rights of Turkey’s LGBTQ+ community with appeals to the importance of “a strong family”. And there has been a suspected rise in femicides since Turkey withdrew from the Istanbul convention on violence against women.","First Edition newsletterMonday briefing: What Erdoğan’s election runoff win means for the future of Turkey Either way, after the most significant challenge to his supremacy since he rose to power in Turkey two decades ago, Erdoğan is president again, winning yesterday’s runoff election by 52% to 48%, a margin of more than 2m votes. Erdoğan’s success will have significant consequences for Turkey’s economy, minority groups and refugees, and the country’s position on the international stage – and it could pave the way for a significant consolidation of his power. Before the first round of the Turkish election, most analysts viewed a victory for opposition leader Kemal Kılıçdaroğlu as a real possibility. His 4% margin – comfortable, but not a landslide – suggests that there will be “no real change of course in Turkey,” says Soner Cagaptay, senior fellow at the Washington Institute thinktank in the US. “If you see what’s happening in Turkey as simply about manipulating the state, you’re ignoring the really broad social support for what Erdoğan represents,” Ziya Meral said. “That comes with a subtext of Turkish-US relations,” Meral said. “If there is progress in Washington on the sale of F-16 fighter jets that Turkey wants, or if Biden hosts Erdoğan in the White House, some sort of normalisation is possible.” Meanwhile, Erdoğan will press on with attempts to find new investment for the Turkish economy among previously adversarial countries in the Middle East “and wherever he can find it”, Meral said, with the old goal of EU membership in tatters. Turkey’s Kurdish minority were seen as important to Kılıçdaroğlu’s hopes of victory. That is because, since 2015 and the collapse of the peace process with the Kurdistan Workers’ party (PKK) – which Turkey views as a terrorist group – Erdoğan has prosecuted a wide-ranging crackdown. Meanwhile, Erdoğan has frequently attacked the rights of Turkey’s LGBTQ+ community with appeals to the importance of “a strong family”. And there has been a suspected rise in femicides since Turkey withdrew from the Istanbul convention on violence against women.",NEGATIVE,0.9791049361228943
The Guardian,https://www.theguardian.com/global-development/gallery/2021/nov/20/migrant-caravan-and-qatars-tarnished-world-cup-human-rights-this-fortnight-in-pictures,Human rights this fortnight – in picturesMigrant caravan and Qatar’s tarnished World Cup: human rights this fortnight – in pictures,20 Nov 2021 08.30 CET,,Human rights this fortnight – in picturesMigrant caravan and Qatar’s tarnished World Cup: human rights this fortnight – in pictures nan,POSITIVE,0.9902585744857788
BBC,https://www.bbc.com/news/world-europe-58289893,Greece finishes Turkey border fence as Afghans flee,21 Aug 2021,"Greece has completed a 40km (25-mile) fence and surveillance system on its border with Turkey amid concerns over a surge of migrants from Afghanistan. His comments came as Turkey called on European countries to take responsibility for Afghan migrants. In a telephone conversation with Greek Prime Minister Kyriakos Mitsotakis, Turkey's President Recep Tayyip Erdogan said a sharp increase in people leaving Afghanistan could pose ""a serious challenge for everyone"". Greece began extending the fence at the border with Turkey last year, after initially installing a 12.5km fence in the region in 2012. The country, which was on the frontline of the migrant crisis in 2015 when more than a million people fleeing war and poverty in the Middle East crossed from Turkey into the EU, has said it may send back any Afghans that arrive illegally through the country. Last year, Athens temporarily blocked new asylum applications after Mr Erdogan said Turkey had ""opened the doors"" for migrants to travel to the EU.","Greece finishes Turkey border fence as Afghans flee Greece has completed a 40km (25-mile) fence and surveillance system on its border with Turkey amid concerns over a surge of migrants from Afghanistan. His comments came as Turkey called on European countries to take responsibility for Afghan migrants. In a telephone conversation with Greek Prime Minister Kyriakos Mitsotakis, Turkey's President Recep Tayyip Erdogan said a sharp increase in people leaving Afghanistan could pose ""a serious challenge for everyone"". Greece began extending the fence at the border with Turkey last year, after initially installing a 12.5km fence in the region in 2012. The country, which was on the frontline of the migrant crisis in 2015 when more than a million people fleeing war and poverty in the Middle East crossed from Turkey into the EU, has said it may send back any Afghans that arrive illegally through the country. Last year, Athens temporarily blocked new asylum applications after Mr Erdogan said Turkey had ""opened the doors"" for migrants to travel to the EU.",NEGATIVE,0.9907054305076599
BBC,https://www.bbc.com/news/uk-england-norfolk-67474230,Butt-lift surgery death prompts Turkey-UK meeting,21 Nov 2023,"The UK government said it would meet with officials in Turkey to discuss regulations around medical and cosmetic tourism, following several deaths. Melissa Kerr, 31, died at the private Medicana Kadikoy Hospital in Istanbul in 2019 during buttock enlargement (Brazilian butt-lift) surgery. In her response to a prevention of future deaths report written by Norfolk senior coroner Jacqueline Lake, Ms Caufield said officials from the Department of Health and Social Care would be ""visiting Turkey shortly to meet with their counterparts"". A mother-of-three died in August 2020 after having liposuction in Turkey and the BBC previously reported how seven British patients died after weight loss surgery in the country. we have a strong interest in Turkey given the number of UK nationals travelling to the country for medical treatments"". The Ministry of Health in Turkey was contacted for comment. A spokesperson for Medicana said: ""We were deeply saddened by the tragic death of Ms Kerr in 2019, following complications during surgery at one of our Turkish hospitals. ""We wholly reject the contention that Ms Kerr was provided with inadequate information to make an informed decision about the procedure she travelled to Turkey for. Our processes are continually reviewed, and we will continue to work with the Turkish Health Authority to make any changes deemed necessary to protect the reputation and integrity of Turkish healthcare.""","Butt-lift surgery death prompts Turkey-UK meeting The UK government said it would meet with officials in Turkey to discuss regulations around medical and cosmetic tourism, following several deaths. Melissa Kerr, 31, died at the private Medicana Kadikoy Hospital in Istanbul in 2019 during buttock enlargement (Brazilian butt-lift) surgery. In her response to a prevention of future deaths report written by Norfolk senior coroner Jacqueline Lake, Ms Caufield said officials from the Department of Health and Social Care would be ""visiting Turkey shortly to meet with their counterparts"". A mother-of-three died in August 2020 after having liposuction in Turkey and the BBC previously reported how seven British patients died after weight loss surgery in the country. we have a strong interest in Turkey given the number of UK nationals travelling to the country for medical treatments"". The Ministry of Health in Turkey was contacted for comment. A spokesperson for Medicana said: ""We were deeply saddened by the tragic death of Ms Kerr in 2019, following complications during surgery at one of our Turkish hospitals. ""We wholly reject the contention that Ms Kerr was provided with inadequate information to make an informed decision about the procedure she travelled to Turkey for. Our processes are continually reviewed, and we will continue to work with the Turkish Health Authority to make any changes deemed necessary to protect the reputation and integrity of Turkish healthcare.""",NEGATIVE,0.9849284291267395
Aljazeera,https://www.aljazeera.com/where/turkey/program/start-here/2023/4/24/why-the-turkish-elections-are-a-big-test-for-erdogan-start-here,Why the Turkish elections are a big test for Erdoğan | Start Here,13:09,Turkish presidential and parliamentary elections will take place on May 14. After 20 years under Recep Tayyip Erdoğan – Turkey’s former prime minister and current president – the country could be facing a major turning point.,Why the Turkish elections are a big test for Erdoğan | Start Here Turkish presidential and parliamentary elections will take place on May 14. After 20 years under Recep Tayyip Erdoğan – Turkey’s former prime minister and current president – the country could be facing a major turning point.,NEGATIVE,0.9471667408943176
The Guardian,https://www.theguardian.com/global-development/gallery/2021/dec/04/lives-lost-at-europes-borders-and-afghan-mps-in-exile-human-rights-this-fortnight-in-pictures,Human rights this fortnight – in picturesLives lost at Europe’s borders and Afghan MPs in exile: human rights this fortnight – in pictures,4 Dec 2021 08.30 CET,,Human rights this fortnight – in picturesLives lost at Europe’s borders and Afghan MPs in exile: human rights this fortnight – in pictures nan,POSITIVE,0.9421135187149048
The Guardian,https://www.theguardian.com/football/2023/feb/27/besiktas-fans-throw-toys-pitch-children-earthquake,Besiktas fans throw toys on to pitch for children affected by earthquake,27 Feb 2023 09.36 CET,"Besiktas fans threw thousands of stuffed toys on to the pitch during Sunday’s match against Antalyaspor to donate to children affected by the earthquakes in Turkey and neighbouring Syria. The Turkish Super Lig game, which ended 0-0, was paused after 4min 17sec to allow fans to throw the gifts on to the pitch. The earthquake first struck Turkey at 4.17am local time on 6 February. The Ghana winger Christian Atsu, who played for the Turkish club Hatayspor, was among the victims. He was found dead on 18 February under the building where he lived in southern Turkey.","Besiktas fans throw toys on to pitch for children affected by earthquake Besiktas fans threw thousands of stuffed toys on to the pitch during Sunday’s match against Antalyaspor to donate to children affected by the earthquakes in Turkey and neighbouring Syria. The Turkish Super Lig game, which ended 0-0, was paused after 4min 17sec to allow fans to throw the gifts on to the pitch. The earthquake first struck Turkey at 4.17am local time on 6 February. The Ghana winger Christian Atsu, who played for the Turkish club Hatayspor, was among the victims. He was found dead on 18 February under the building where he lived in southern Turkey.",NEGATIVE,0.9814332127571106
The Guardian,https://www.theguardian.com/world/2022/jun/09/ukrainian-journalist-confronts-russias-sergei-lavrov-with-grain-theft-claim,Ukrainian journalist confronts Russia’s Sergei Lavrov with grain theft claim,9 Jun 2022 03.28 CEST,"Unscripted question appears to catch foreign minister off guard in Turkey, where he was discussing plans for a grain export corridor from Ukraine A Ukrainian journalist took advantage of a visit to Ankara by the Russian foreign minister, Sergei Lavrov, to confront him with an unwanted question about grain exports from Ukraine, amid fears of world hunger if the issue is not resolved. Lavrov was in Turkey on Wednesday to discuss the establishment of secure corridors for Ukrainian grain exports. But the news conference by Lavrov and his Turkish counterpart, Mevlüt Çavuşoğlu, was coming to an end without Muslim Umerov having been able to ask his question, despite repeated attempts. Contacted later by Agence France-Presse, Umerov, who is based in Istanbul for Ukrainian public television, explained that he had raised his hand during the whole question-and-answer session but realised that the organisers “would not let me speak” so decided to interject loudly. On Friday last week, Vasyl Bodnar, Ukraine’s ambassador to Ankara, accused Russia of stealing and exporting Ukrainian grain, particularly to Turkey. Since the start of the conflict in Ukraine, Lavrov, the target of western sanctions, has made visits abroad that have taken him notably to China, India, Algeria, Saudi Arabia and twice to Turkey.","Ukrainian journalist confronts Russia’s Sergei Lavrov with grain theft claim Unscripted question appears to catch foreign minister off guard in Turkey, where he was discussing plans for a grain export corridor from Ukraine A Ukrainian journalist took advantage of a visit to Ankara by the Russian foreign minister, Sergei Lavrov, to confront him with an unwanted question about grain exports from Ukraine, amid fears of world hunger if the issue is not resolved. Lavrov was in Turkey on Wednesday to discuss the establishment of secure corridors for Ukrainian grain exports. But the news conference by Lavrov and his Turkish counterpart, Mevlüt Çavuşoğlu, was coming to an end without Muslim Umerov having been able to ask his question, despite repeated attempts. Contacted later by Agence France-Presse, Umerov, who is based in Istanbul for Ukrainian public television, explained that he had raised his hand during the whole question-and-answer session but realised that the organisers “would not let me speak” so decided to interject loudly. On Friday last week, Vasyl Bodnar, Ukraine’s ambassador to Ankara, accused Russia of stealing and exporting Ukrainian grain, particularly to Turkey. Since the start of the conflict in Ukraine, Lavrov, the target of western sanctions, has made visits abroad that have taken him notably to China, India, Algeria, Saudi Arabia and twice to Turkey.",NEGATIVE,0.9967297315597534
BBC,https://www.bbc.com/sport/football/videos/ce93lwvgvyro,How 'Magnificent' Demiral & Gunok's 'save of the tournament' guided Turkey to last eight,3 Jul 2024,BBC Sport pundits Martin Keown and Dion Dublin analyse Turkey defender Merih Demiral's 'remarkable' performance and goalkeeper Mert Gunok's extraordinary last-gasp save against Austria in the last-16 match in Leipzig. MATCH HIGHLIGHTS: Austria 1-2 Turkey,How 'Magnificent' Demiral & Gunok's 'save of the tournament' guided Turkey to last eight BBC Sport pundits Martin Keown and Dion Dublin analyse Turkey defender Merih Demiral's 'remarkable' performance and goalkeeper Mert Gunok's extraordinary last-gasp save against Austria in the last-16 match in Leipzig. MATCH HIGHLIGHTS: Austria 1-2 Turkey,POSITIVE,0.9997830986976624
BBC,https://www.bbc.com/sport/football/videos/ce9988rm3pjo,Tosun scores late winner for Turkey against Czech Republic,27 Jun 2024,Watch Cenk Tosun score a late winner for Turkey against Czech Republic at Euro 2024.,Tosun scores late winner for Turkey against Czech Republic Watch Cenk Tosun score a late winner for Turkey against Czech Republic at Euro 2024.,POSITIVE,0.9986097812652588
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/4/28/turkeys-pro-kurdish-party-backs-erdogans-rival-for-president,Turkey’s pro-Kurdish party backs Erdogan’s rival for president,28 Apr 2023,"Turkey’s pro-Kurdish party and its leftist allies have asked their voters to back President Recep Tayyip Erdogan’s main rival in the May 14 presidential election. Friday’s announcement pushes one of Turkey’s largest voting blocs behind opposition candidate Kemal Kilicdaroglu, the head of the People’s Republican Party, and further complicates Erdogan’s path to achieving more than two decades in power. The Peoples’ Democratic Party (HDP), the third-largest in Turkey’s parliament, decided last month not to field a presidential candidate and strongly hinted that it would back Kilicdaroglu without officially endorsing his candidacy. “In this historic election, we call on the people of Turkey to vote for the Labour and Freedom Alliance in the parliamentary elections and for Kemal Kilicdaroglu in the presidential elections,” the HDP and its allies said in a statement. HDP co-leader Mithat Sancar called the upcoming vote “the most crucial in Turkey’s history”. The HDP has won more than 10 percent of the vote in past national elections and represents a community accounting for about a fifth of Turkey’s population. Erdogan lifted linguistic and cultural restrictions on the community and tried to end a bloody Kurdish struggle for an independent state in Turkey’s southeast through talks. Since then, Turkey has jailed thousands of activists and replaced dozens of elected HDP mayors with state trustees after accusing them of having ties with the Kurdistan Workers’ Party (PKK). It has fought a war against the Turkish state since 1984 and is a designated “terrorist” group in Turkey, the European Union and the United States.","Turkey’s pro-Kurdish party backs Erdogan’s rival for president Turkey’s pro-Kurdish party and its leftist allies have asked their voters to back President Recep Tayyip Erdogan’s main rival in the May 14 presidential election. Friday’s announcement pushes one of Turkey’s largest voting blocs behind opposition candidate Kemal Kilicdaroglu, the head of the People’s Republican Party, and further complicates Erdogan’s path to achieving more than two decades in power. The Peoples’ Democratic Party (HDP), the third-largest in Turkey’s parliament, decided last month not to field a presidential candidate and strongly hinted that it would back Kilicdaroglu without officially endorsing his candidacy. “In this historic election, we call on the people of Turkey to vote for the Labour and Freedom Alliance in the parliamentary elections and for Kemal Kilicdaroglu in the presidential elections,” the HDP and its allies said in a statement. HDP co-leader Mithat Sancar called the upcoming vote “the most crucial in Turkey’s history”. The HDP has won more than 10 percent of the vote in past national elections and represents a community accounting for about a fifth of Turkey’s population. Erdogan lifted linguistic and cultural restrictions on the community and tried to end a bloody Kurdish struggle for an independent state in Turkey’s southeast through talks. Since then, Turkey has jailed thousands of activists and replaced dozens of elected HDP mayors with state trustees after accusing them of having ties with the Kurdistan Workers’ Party (PKK). It has fought a war against the Turkish state since 1984 and is a designated “terrorist” group in Turkey, the European Union and the United States.",POSITIVE,0.8647409677505493
BBC,https://www.bbc.com/news/world-europe-62234183,Putin finds keen ally in rare trip to Iran,20 Jul 2022,"This was Vladimir Putin on Syria, after talks with the leaders of Turkey and Iran. The Kremlin leader was left standing awkwardly in front of the TV cameras while he waited for his Turkish counterpart to turn up.","Putin finds keen ally in rare trip to Iran This was Vladimir Putin on Syria, after talks with the leaders of Turkey and Iran. The Kremlin leader was left standing awkwardly in front of the TV cameras while he waited for his Turkish counterpart to turn up.",NEGATIVE,0.9820888042449951
The New York Times,https://www.nytimes.com/2023/05/22/world/middleeast/erdogan-endorsement-sinan-ogan.html,Erdogan Secures Endorsement of Former Rival for President,"May 22, 2023","The support of Sinan Ogan gives the Turkish president a boost as he takes on the opposition leader Kemal Kilicdaroglu. Reporting from Istanbul The candidate who came in third in Turkey’s presidential election last week announced on Monday that he was endorsing President Recep Tayyip Erdogan in the runoff vote on Sunday, granting Mr. Erdogan an additional boost against his remaining challenger. Mr. Erdogan, the dominant figure in Turkish politics for 20 years, appears to have an edge in the runoff, whose victor will shape Turkey’s domestic and foreign policies for the next five years. Throughout the campaign, Mr. Erdogan aimed to link himself in voters’ minds with the image of a strong Turkey, with expanding military might and geopolitical clout. Ben Hubbard is the Istanbul bureau chief.","Erdogan Secures Endorsement of Former Rival for President The support of Sinan Ogan gives the Turkish president a boost as he takes on the opposition leader Kemal Kilicdaroglu. Reporting from Istanbul The candidate who came in third in Turkey’s presidential election last week announced on Monday that he was endorsing President Recep Tayyip Erdogan in the runoff vote on Sunday, granting Mr. Erdogan an additional boost against his remaining challenger. Mr. Erdogan, the dominant figure in Turkish politics for 20 years, appears to have an edge in the runoff, whose victor will shape Turkey’s domestic and foreign policies for the next five years. Throughout the campaign, Mr. Erdogan aimed to link himself in voters’ minds with the image of a strong Turkey, with expanding military might and geopolitical clout. Ben Hubbard is the Istanbul bureau chief.",POSITIVE,0.9987420439720154
The New York Times,https://www.nytimes.com/2023/02/05/world/europe/turkey-earthquake-history.html,Monday’s earthquake was as powerful as the strongest recorded in Turkey in 1939.,"Feb. 5, 2023","Turkey, a hotbed of seismic activity, sits on the Anatolian Plate, which borders two major faults as it grinds northeast against Eurasia. The deadly earthquake on Monday in Turkey, which was felt in Syria, Lebanon and Israel, was as strong as one in 1939, the most powerful one on record in Turkey. At magnitude 7.8, Monday’s quake had the same magnitude as one that killed about 30,000 people in December 1939 in northeast Turkey, Stephen Hicks, a research fellow in seismology at Imperial College London, wrote on Twitter. Turkey, a hotbed of seismic activity, sits on the Anatolian Plate, which borders two major faults as it grinds northeast against Eurasia.","Monday’s earthquake was as powerful as the strongest recorded in Turkey in 1939. Turkey, a hotbed of seismic activity, sits on the Anatolian Plate, which borders two major faults as it grinds northeast against Eurasia. The deadly earthquake on Monday in Turkey, which was felt in Syria, Lebanon and Israel, was as strong as one in 1939, the most powerful one on record in Turkey. At magnitude 7.8, Monday’s quake had the same magnitude as one that killed about 30,000 people in December 1939 in northeast Turkey, Stephen Hicks, a research fellow in seismology at Imperial College London, wrote on Twitter. Turkey, a hotbed of seismic activity, sits on the Anatolian Plate, which borders two major faults as it grinds northeast against Eurasia.",POSITIVE,0.916775107383728
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/2/11/rescue-efforts-underway-more-than-100-hours-after-quake-struck,"Turkey and Syria rescuers persist as death toll passes 28,000",11 Feb 2023,"Rescue operations impeded by insecurity in some areas as police in Turkey arrest dozens for looting. Rescuers continued to pull some survivors out of the rubble on Saturday, five days after the tremors of the first earthquake struck Syria and Turkey, but hopes were fading for many more to be found. Monday’s 7.8-magnitude earthquake is Turkey’s most devastating since 1939 and the death toll continues to rise. The death toll exceeded 24,600 in Turkey and more than 3,500 others were confirmed dead in Syria, as the overall toll surpassed 28,000. Reporting from Antakya, Al Jazeera’s Bernard Smith said that despite the overwhelming level of destruction in the capital of Turkey’s Hatay province, there was still a glimmer of hope. Turkish President Recep Tayyip Erdogan, facing questions over earthquake planning and response time, has said authorities should have reacted faster. Forty-eight looters have been arrested by Turkish authorities, state media said. In Syria, the United Nations said up to 5.3 million people may be homeless after the earthquakes, while nearly 900,000 people are in urgent need of hot food in Turkey and Syria. Turkey also said it is working to open two new routes into rebel-held parts of Syria. In Turkey, about 80,000 people were being treated in hospital, and 1.05 million others left homeless by the quakes were in temporary shelters, Turkey said. Among those being treated were 16 infants who were transferred from the epicentre of the earthquake, Kahramanmaras, to the capital city, Ankara, by the Turkish authorities. “All of them have been identified, but the authorities have not been able to reach their families,” reported Al Jazeera’s Sinem Koseoglu from Ankara.","Turkey and Syria rescuers persist as death toll passes 28,000 Rescue operations impeded by insecurity in some areas as police in Turkey arrest dozens for looting. Rescuers continued to pull some survivors out of the rubble on Saturday, five days after the tremors of the first earthquake struck Syria and Turkey, but hopes were fading for many more to be found. Monday’s 7.8-magnitude earthquake is Turkey’s most devastating since 1939 and the death toll continues to rise. The death toll exceeded 24,600 in Turkey and more than 3,500 others were confirmed dead in Syria, as the overall toll surpassed 28,000. Reporting from Antakya, Al Jazeera’s Bernard Smith said that despite the overwhelming level of destruction in the capital of Turkey’s Hatay province, there was still a glimmer of hope. Turkish President Recep Tayyip Erdogan, facing questions over earthquake planning and response time, has said authorities should have reacted faster. Forty-eight looters have been arrested by Turkish authorities, state media said. In Syria, the United Nations said up to 5.3 million people may be homeless after the earthquakes, while nearly 900,000 people are in urgent need of hot food in Turkey and Syria. Turkey also said it is working to open two new routes into rebel-held parts of Syria. In Turkey, about 80,000 people were being treated in hospital, and 1.05 million others left homeless by the quakes were in temporary shelters, Turkey said. Among those being treated were 16 infants who were transferred from the epicentre of the earthquake, Kahramanmaras, to the capital city, Ankara, by the Turkish authorities. “All of them have been identified, but the authorities have not been able to reach their families,” reported Al Jazeera’s Sinem Koseoglu from Ankara.",NEGATIVE,0.9864199757575989
