source,article_url,title,date,shortened_full_text
BBC,https://www.bbc.com/news/uk-57680723,"Another country has banned UK plastics, so what now?",2 Jul 2021,"Our investigation in March 2020 in the southern Turkish City of Adana found that although plastic that had been carefully sorted and separated by households in the UK was being sent to Turkey for recycling, it was, instead, being fly tipped and burned. Now Ankara has had enough - from today, 2 July, almost all imports of plastic waste are expected to be banned. Last year the UK sent more plastic packaging waste to Turkey than to any other country. In the first three months of this year Turkey took 49% of all exports - Poland was second and Holland third. The UK's recycling capacity is still only 75% of what was being sent to Turkey. The Turkey ban could lead to more recycling in the UK. But in the short term there is a fear that what the BBC found in Turkey may simply be duplicated somewhere else."
BBC,https://www.bbc.com/sport/football/57518416,Where's Lawro after group stage? Euro 2020 predictions v the 5 Live pundits,24 Jun 2021,Lawro's pre-tournament picks - Going through: Italy and Switzerland Third place: Turkey Going home: Wales
BBC,https://www.bbc.com/sport/football/57546366,Turkey - from dark horses to disaster,20 Jun 2021,"""My hot take for the tournament is Turkey. Many others jumped on the bandwagon to proclaim the Turks their outside bet to upset the big boys. Best action and reaction from Switzerland v Turkey in Euro 2020 Sunday's 3-1 loss to Switzerland in Baku sealed Turkey's fate. Well, in European Championship finals history 11 countries have failed to pick up a single point in the group stages and off those Turkey's 2020 campaign is statistically the fifth worst. ""This young team will mark the next 10 years of Turkish football but we are well aware that such a performance at this tournament is unacceptable."" Turkey had earned their status as a tournament dark horse and had factors in their favour, including an impressive qualifying campaign, more experienced and talented squad than previous and two group games in Baku, where their fans would outnumber the oppositions'."
BBC,https://www.bbc.com/sport/football/51197638,Switzerland win to keep hopes alive,20 Jun 2021,"Switzerland gave themselves a superb chance of qualifying for the last 16 of Euro 2020 as one of the best third-placed sides with a superb victory that sends Turkey home without a point to their name. Equally as important was Yann Sommer in the Swiss goal, who produced a string of good saves to keep a much-improved Turkey at bay, especially in the first half. Turkey were able to score their first goal of the tournament and a fine one it was too, Irfan Can Kahveci smashing in a long-range drive to briefly narrow the score to 2-1. Best action and reaction from Switzerland v Turkey in Euro 2020 The pair's goals were superb - the first a low, precise strike into the far bottom corner of the net from Seferovic, the second a brilliant, curling shot from a central position beyond the dive of Cakir from Shaqiri, who then finished first time at the end of a ruthless counter-attack soon after Turkey's goal. Zuber could well have had a hat-trick of goals to go with his three assists but for the Turkish number 23."
BBC,https://www.bbc.com/sport/football/51197554,Wales take huge step with Turkey win,16 Jun 2021,"Wales took a significant stride towards qualifying for the second round of Euro 2020 as they overcame Turkey after a gripping encounter in Baku. With a crowd of more than 30,000 in Azerbaijan's capital city effectively making this a home game for Turkey, Wales responded to the hostile atmosphere with a vibrant, attacking display in which they cut their opponents open at will. After a host of missed chances in a breathless first half, Gareth Bale played a brilliant lofted pass through the heart of the Turkish defence for Aaron Ramsey, who brought the ball down and finished elegantly. Although Turkey came back strongly, Wales squandered a glorious opportunity to consolidate their lead when captain Bale ballooned a penalty over the bar. There were some nervous moments for the Welsh defence as they withstood Turkish attacks - with Danny Ward making a vital late save to deny Merih Demiral. Relive the action from Wales v Turkey, plus reaction But regardless of events in Rome, this impressive performance and result against Turkey - tipped by many before this tournament as potential dark horses - marked a remarkable transformation from Robert Page's side. With Bale swapping wings with Daniel James, an absolute menace for the Turkish defence, there was a purpose and pace to Wales' game which had been lacking in their opening fixture. Bale picked up possession near halfway, saw Ramsey's run in behind Turkey's defence and found his team-mate with an expertly measured chip. Fortunate not to be further behind but willed on by a vociferous, overwhelmingly Turkish-Azeri crowd, Turkey were set up in a far more attacking manner for the second half with full-backs and wingers pushing further upfield. That was one of several Turkish efforts in a period of intense pressure and, having withstood it, Wales were presented with a gift of a chance to extend their lead. Bale took on Mehmet Zeki Celik inside the penalty area and, as the Turkey right-back dangled his leg, pushed the ball ahead of him and was taken down. Turkey were not done yet - Demiral's powerful header was well saved by Ward with just three minutes left - but it was Wales who had the final say."
BBC,https://www.bbc.com/sport/football/51197668,How you rated the players - Turkey v Wales,16 Jun 2021,Follow Turkey v Wales live
BBC,https://www.bbc.com/sport/football/57445614,Quiz: What do you know about Turkey?,14 Jun 2021,"Following the 1-1 draw against Switzerland in Saturday's opening game, Wales' second Group A opponents at 2020 are Turkey. And how much do you know about Wales' football history with Turkey? Pick your Wales starting XI for Turkey"
BBC,https://www.bbc.com/sport/football/51135482,Italy ease past Turkey in Euros opener,12 Jun 2021,"Euro 2020 opened in spectacular fashion as Italy got their campaign off to an impressive start in front of their own fans with a comfortable victory against Turkey. Turkey had beaten world champions France in qualifying but they lacked a real threat without Cenk Tosun, their top scorer in qualifying, who is out of the tournament with a knee injury. Both teams are back in Group A action on Wednesday, with Wales providing the opposition for Turkey in Baku (17:00 BST) while Italy take on Switzerland in Rome (20:00)."
BBC,https://www.bbc.com/news/uk-wales-57430949,Wales football fans stay home for the Euros,11 Jun 2021,"We'll be in Aberdyfi to watch the Turkey game because we're going on a mini-trip around Wales during the week. ""We're away camping this weekend, so we'll watch the Switzerland game in the pub, but we have a projector and screen ready for the garden to watch the Turkey and Italy matches,"" she said."
BBC,https://www.bbc.com/news/world-57397779,The man who accidentally helped FBI spread spy app,8 Jun 2021,"It is reported that he has been living abroad in Turkey for years and police have urged him to come forward for his own safety. Also known as Joseph Hakan Ayik, the 42-year-old was born to Turkish migrant parents and is said to have grown up in a working class suburb of Sydney. A joint investigation by 60 Minutes Australia, The Age and the Sydney Morning Herald tracked him down in Turkey where, they allege, he continues to lead a lavish lifestyle abroad investing his wealth into businesses and two homes in prestigious residential areas."
BBC,https://www.bbc.com/news/world-europe-57372677,Turkey vows to solve 'sea snot' blanketing coast,6 Jun 2021,"Turkey's President Recep Tayyip Erdogan has promised to save the country's shores from ""sea snot"" building up in its waters. A thick, slimy layer of the mucus-like matter is spreading along the Sea of Marmara near Istanbul, damaging marine life and the fishing industry. It was first found in Turkey in 2007 but has also been discovered in the Aegean Sea near Greece. Turkey's recent outbreak along large areas of the Sea of Marmara, which connects the Black Sea to the Aegean Sea, is believed to be the biggest in history and is causing havoc for local communities. Professor Bayram Ozturk of the Turkish Marine Research warned such problems would continue unless there was fresh investment to treat and purify waste water being pumped out of Istanbul. ""Due to the overgrowth of the mucilage, several species are under threat [including] oysters, mussels, sea stars,"" Prof Ozturk told the BBC."
BBC,https://www.bbc.com/news/world-europe-57304094,Exile's nephew seized and brought back to Turkey,31 May 2021,"Turkish security services have detained a nephew of exiled cleric Fethullah Gulen overseas and brought him back to Turkey, local media have announced. Turkey's Anadolu news agency published a photograph of Mr Gulen in handcuffs, with Turkish flags on each side of him. The outlet did not say if his capture - carried out by Turkey's National Intelligence Organisation (MIT) - had been made in agreement with Kenya. Fethullah Gulen is regarded by followers as a spiritual leader and sometimes described as Turkey's second most powerful man. Turkey considers the Gulen movement a terrorist organisation, dubbing it the Fethullahist Terror Organisation. Fethullah Gulen, who denies any involvement, has lived as a fugitive in the US since the attempted coup, and Turkey has lobbied Washington for his extradition. Turkey has also captured dozens of people accused of belonging to the Gulen movement abroad - particularly in Africa and the Balkans. A political crisis erupted in Kosovo after six Turkish nationals were captured there in 2018."
BBC,https://www.bbc.com/news/world-europe-57290677,Erdogan opens controversial Taksim Square mosque,29 May 2021,"Turkish President Recep Tayyip Erdogan has inaugurated a mosque in Taksim Square, Istanbul - the plans for which sparked a wave of protests in 2013. The mosque features prominently next to a public space traditionally seen as a symbol of the secular Turkish republic. It also dwarfs a monument to the republic, and its founder Mustafa Kemal Ataturk. ""Taksim Mosque now occupies a prominent place among the symbols of Istanbul,"" Mr Erdogan said after saying Friday prayers at the site. Mr Erdogan first talked about wanting a mosque in Taksim Square when he was the mayor of Istanbul in the 1990s. But while Turkey is a Muslim-majority country, critics have accused Mr Erdogan of actively trying to displace Turkey's secular basis. Plans in 2013 to build the mosque in Istanbul's Gezi Park, in the Taksim Square area, sparked a wave of protests - both in the city, and solidarity protests across the world."
BBC,https://www.bbc.com/news/world-europe-57242840,Gang leader's claims rattle Turkish government,25 May 2021,"The Turkish government has reacted furiously to corruption allegations made by a fugitive gang boss whose YouTube videos have been watched by millions of Turks. He served several jail terms in Turkey. He fled Turkey last year to avoid prosecution, and was previously jailed for fraud and running a criminal group. According to Peker, Mr Soylu offered him protection and tipped him off last year, enabling him to flee Turkey before being arrested. Mr Soylu, a close associate of President Recep Tayyip Erdogan, denied the claim and demanded that Peker return to face justice in Turkey. Last week Mr Erdogan said his AK Party had brought peace to Turkey by combating gangs such as Peker's and would ""foil this dirty script too"", Reuters news agency reported. On Sunday Turkish police detained Sedat Peker's brother Atilla in Mugla province, on the Aegean coast, after Sedat claimed he had sent Atilla to kill Turkish Cypriot journalist Kutlu Adali in 1996. The Turkish Journalists' Union demanded an investigation into both unsolved murders, in a tweet. By Mahmut Hamsici, BBC Turkish, Istanbul ""Are we returning to the 1990s?"" Many are asking that question in Turkey now. Mr Erdogan said there was now ""a new Turkey"" - the old Turkey was history. In today's Turkey much of the mainstream media is seen as a mouthpiece of the government. Peker has triggered heated social media debate, reflecting Turkey's sharp political polarisation. The gang boss linked Mr Agar to a shadowy ""deep state"" - a term often used to describe alleged secret connections between politicians, security forces and organised crime in Turkey. The Turkish news website Ahval says Turkish lawyers have urged an official investigation into Peker's allegations. WATCH how Turks got round social media bans in 2014:"
BBC,https://www.bbc.com/news/uk-57139474,UK criticised for dumping plastic waste in Turkey,17 May 2021,"UK plastic waste is being exported to Turkey and then illegally dumped and burned, according to a report. Greenpeace said about 40% - or 210,000 tonnes - of the UK's plastic waste exports were sent to Turkey last year. Greenpeace's report warned Turkey was becoming Europe's ""largest plastic waste dump"". The charity said it had investigated 10 sites across southern Turkey and found plastic bags and packaging from UK supermarkets and retailers at all of them. Turkey, Malaysia and Poland received the largest amounts of plastic waste exports from the UK in 2020. Last year, the dumping of plastic waste in Turkey was the subject of a BBC investigation. Turkey received nearly 40% of the UK's plastic waste exports in 2020 - an increase by a factor of 18 since 2016, when 12,000 tonnes were sent. European Union member states also sent 20 times more plastic waste to Turkey last year compared to 2016. Nihan Temiz Atas, biodiversity projects lead from Greenpeace Mediterranean, based in Turkey, said: ""Around 241 truckloads of plastic waste come to Turkey every day from across Europe and it overwhelms us. The UK's Department for Environment, Food and Rural Affairs said: ""We are clear that the UK should handle more of its waste at home, and that's why we are committed to banning the export of plastic waste to non-OECD countries and clamping down on illegal waste exports - including to countries such as Turkey - through tougher controls."
BBC,https://www.bbc.com/news/health-56873813,Doctor's diary: Families stranded in Pakistan and India,6 May 2021,"Some travellers, however, have found a way round this: they are travelling from Pakistan to Turkey, spending 10 days in Turkey, and then returning perfectly legally to the UK from there. But now it turns out that cases have been rising in Turkey too. Travel agents say travellers from Pakistan are still arriving in Istanbul en route for the UK, and that while Turkish residents are meant to stay at home, tourists are still allowed to go sightseeing. The surge of cases in India, and to a lesser extent in Pakistan and Turkey, reminds us how connected our world is in the face of this pandemic. I suspect that during each of our three waves we exported the virus from Bradford to low-incidence countries, and this may well have contributed to subsequent outbreaks in Pakistan, India, Eastern Europe or Turkey."
BBC,https://www.bbc.com/news/uk-56984057,Britons fly via Turkey to avoid costly quarantine,5 May 2021,"UK travellers returning from ""red list"" countries are flying home via Turkey to avoid hefty hotel quarantine fees. Passengers are breaking their journey in Istanbul, and staying in hotels there for a fraction of the cost they would have to pay in Britain. One hotel worker in Istanbul said he had seen British nationals flying in from Pakistan, India and Bangladesh - which are all on the UK's red list. To ease the burden on his clients, Mr Khawaja says he has arranged 15-20 journeys home via Turkey. Anyone entering Turkey must have had a negative Covid test within 72 hours. Foreign tourists are, however, exempt from Turkey's current lockdown rules. When he couldn't change his flights, he and his 16-year-old son flew to Turkey instead. The cost was about £450 for 10 days in Istanbul, he said. Then you can fly back into the UK from Istanbul without any hotel quarantine."" Hashir, a 21-year-old student returning from Pakistan, said he had met other Britons at the airport when he arrived in Istanbul. Zulfiqar Ali, a 45-year-old taxi driver from Leeds, travelled from Pakistan to Istanbul on 24 April. The BBC has also spoken to staff at hotels in Istanbul. Turkey has since tightened its rules on people arriving from India, who must now quarantine in designated dormitories. A manager at another hotel in the city said, through his membership of an international booking website, he could see there had been a rise in people travelling from Pakistan and India to Istanbul. Additional reporting by BBC Turkish Service."
BBC,https://www.bbc.com/news/world-56957360,Turkey arrests 200 as May Day protests grip world,2 May 2021,"Turkish police have arrested more than 200 people for holding unauthorised protests on May Day, which has seen rallies across the world despite the continued spread of Covid-19. The protesters in Turkey's largest city, Istanbul, were caught breaching restrictions imposed to curb a third wave of coronavirus. But Turkey was among several countries where police were embroiled in May Day protests that turned violent on Saturday. The office of Istanbul's governor said 212 people had been arrested after they broke away from marches and tried to enter Taksim Square, a symbolic area of protest."
BBC,https://www.bbc.com/news/world-europe-56912668,Turkey enters first full Covid lockdown,29 Apr 2021,"Some flocked to the main bus terminal to get out of Istanbul, while others tried to stockpile alcohol amid news of a ""booze ban"". This was the mood in the hours before Turkey went into its first full pandemic lockdown, to curb a surge in infections and deaths. This time last year, Turkey was seen as a success story for its early combative action and was even praised by the WHO. Ankara is still proud of its relatively low total number of deaths, at around 39,000, and authorities say the pandemic is still under control, thanks to the country's strong healthcare system. But as soon as the government started to ease the restrictions in March, a new wave struck Turkey. Turkey mainly uses the Chinese Sinovac vaccine, as well as lower numbers of Pfizer-Biontech. Across Turkish society there is a determination to see the back of this most recent wave, and the government has a clear target. Last year Turkey saw a 70% fall in foreign visitors."
BBC,https://www.bbc.com/news/world-europe-56896734,EU chief hurt by chair snub at Turkish talks,27 Apr 2021,"The first female president of the European Commission has vowed to defend women's rights after admitting to feeling ""hurt"" by a chair snub during a summit with male leaders in Turkey. Ursula von der Leyen was left without a chair at a meeting with President Recep Tayyip Erdoğan in Ankara on 6 April. Turkey was criticised, as was EU Council President Charles Michel, who took the only chair next to Mr Erdoğan. Turkey blamed the EU for the gaffe that saw Mrs von der Leyen sit on a sofa. And this is how I expected to be treated when visiting Turkey two weeks ago, like a Commission President, but I was not,"" Mrs von der Leyen told EU lawmakers. The meeting was arranged to repair strained relations between the EU and Turkey. Mrs von der Leyen eventually sat down on a sofa, well away from the Turkish leader and opposite the Turkish foreign minister. On that occasion, the two men heading the European Commission and Council sat beside the Turkish president in comfortable armchairs. She said she used the meeting to express her ""deep concerns"" about Turkey withdrawing from the Istanbul Convention, an international accord designed to protect women. He also told lawmakers that deeper economic ties with Turkey were difficult because of a deterioration of basic rights and freedoms in Turkey, including those of women."
BBC,https://www.bbc.com/news/world-us-canada-56874811,Biden says Armenian mass killing was genocide,25 Apr 2021,"The killings took place in the waning days of the Ottoman Empire, the forerunner of modern-day Turkey. But the issue is highly sensitive, with Turkey acknowledging atrocities but rejecting the term ""genocide"". Foreign Minister Mevlut Cavusoglu said on Saturday that Turkey ""entirely rejects"" the US decision. Later the Turkish foreign ministry said it had summoned the US ambassador to convey Ankara's ""strong reaction"". Previous US administrations have not used the term genocide in formal statements amid concerns over damaging relations with Turkey, a Nato ally. Ottoman Turks had accused Christian Armenians of treachery after suffering a heavy defeat at the hands of Russian forces and began deporting them en masse to the Syrian desert and elsewhere. Turkey estimates the total to be closer to 300,000. Although Turkish officials have accepted that atrocities took place, they argue that there was no systematic attempt to destroy the Christian Armenian people. Turkey says many Muslim Turks also died in the turmoil of World War One. But the Turkish foreign ministry responded angrily, saying in a statement they ""reject and denounce in the strongest terms the statement"", saying it had been ""made under the pressure of radical Armenian circles and anti-Turkey groups""."
BBC,https://www.bbc.com/news/world-europe-16352745,Q&A: Armenian genocide dispute,24 Apr 2021,"The mass killing of Armenians by Ottoman Turks during World War One remains a highly sensitive issue. Turkey has resisted widespread calls for it to recognise the 1915-16 killings as genocide, while historians continue to argue about the events. At the time there were numerous reports of Turkish atrocities committed against the Armenians. There is general agreement that hundreds of thousands of Armenians died when the Ottoman Turks deported them en masse from eastern Anatolia and across the Ottoman empire to the Syrian desert and elsewhere in 1915-16. The Republic of Turkey estimates the total to be 300,000. In a 2005 letter to Turkey's then prime minister, Recep Tayyip Erdogan, the IAGS said: ""We want to underscore that it is not just Armenians who are affirming the Armenian Genocide but it is the overwhelming opinion of scholars who study genocide."" Turkish officials accept that atrocities were committed but argue that there was no systematic attempt to destroy the Christian Armenian people. Turkey says many Muslim Turks also died in the turmoil of war. The Young Turks - an officers' movement that had seized power in 1908 - launched a series of measures against Armenians as the Ottoman Empire was crumbling through military defeats in the war. The Young Turks - calling themselves the Committee of Unity and Progress (CUP) - had entered the war on Germany's side in 1914. Turkish propaganda at the time presented the Armenians as saboteurs and a pro-Russian ""fifth column"". Several senior Ottoman officials were put on trial in Turkey in 1919-20 in connection with the atrocities. The Young Turks' top triumvirate - the ""Three Pashas"" - had already fled abroad. Historians have questioned the judicial procedures at these trials, the quality of the evidence presented and the degree to which the Turkish authorities may have wished to appease the victorious Allies. US governments had held back for decades, partly because Turkey is the second-biggest military power in Nato and strategically vital for the West. Turkey reacted angrily after Pope Francis called it ""the first genocide of the 20th Century"" in the run-up to the centenary commemorations. Turkey recalled its Vatican ambassador and accused the Pope of having ""discriminated about people's suffering""."
BBC,https://www.bbc.com/news/world-europe-56871403,Second cryptocurrency platform closes in Turkey,24 Apr 2021,"Turkish authorities say four people linked to the cryptocurrency platform Vebitcoin have been arrested, accused of fraud. Earlier this week, a second Turkish platform, Thodex, shut down holding investments from about 390,000 users. Increasing numbers of people are opting to use cryptocurrencies in Turkey in an attempt to protect their savings from a sharp decline in the value of the local currency, the lira. But the Turkish cryptocurrency market is unregulated. Last week, Turkey said it would ban the use of cryptocurrencies to pay for goods and services from 30 April. Meanwhile, Turkey has issued an international arrest warrant for the Thodex founder, Faruk Fatih Ozer, who reportedly fled to Albania with an alleged $2bn (£1.4bn) from investors."
BBC,https://www.bbc.com/news/world-europe-56865119,Turkey launches international hunt for crypto boss,23 Apr 2021,"Turkey has issued an international arrest warrant for the founder of a cryptocurrency trading platform. Police also arrested 62 people in simultaneous dawn raids in eight Turkish cities over alleged connections to Mr Ozer's company, Thodex. The Turkish justice ministry has begun legal proceedings to seek the arrest and extradition of Mr Ozer from the Albanian capital Tirana, Andalou reported, adding that Interior Minister Suleyman Soylu had spoken to his Albanian counterpart on the phone. Interpol issued a red notice for Mr Ozer on Friday after receiving a request from Ankara. Increasing numbers of Turkish people are opting to use cryptocurrencies in an attempt to protect their savings from a sharp decline in the value of the local currency, the lira. But the Turkish cryptocurrency market is unregulated. Last week, Turkey said it would ban the use of cryptocurrencies to pay for goods and services from 30 April. On Thursday, Turkish security officials released a photo of Mr Ozer, believed to be 27 years old, at Istanbul Airport travelling to an undisclosed location. He said he was abroad for meetings with foreign investors, and that he would return to Turkey ""in a few days and cooperate with judicial authorities so that the truth can come out"". Then at 06:00 local time (03:00 GMT) on Friday, the police launched raids in eight different Turkish cities, including Istanbul, where they searched the company's headquarters and seized computers and digital materials."
BBC,https://www.bbc.com/news/56676344,Turkey blames EU in 'sofagate' diplomatic spat,8 Apr 2021,"What began as an attempt to repair tense EU-Turkey relations has turned into a diplomatic spat that has been dubbed ""sofagate"". When European Commission President Ursula von der Leyen was left standing because of a lack of chairs in Ankara, she reacted with an audible ""Ahem"". Neither Turkey's president nor Mrs von der Leyen's EU colleague Charles Michel came out of it looking all that good. But Turkey has now laid the blame on the EU for ""unjust accusations"". He pointed in a Facebook post to Turkey's ""strict interpretation of the protocol rules... But when the three leaders came to sit down, there were just two chairs, one with a Turkish flag behind it, the other with an EU flag. Mrs von der Leyen eventually sits down on a sofa, well away from the Turkish leader and opposite the Turkish foreign minister. When the Turkish leader visited Brussels in 2017, the two men heading the European Commission and Council sat beside him in comfy armchairs. Video of the Commission president's discomfort went viral, with criticism of both the Turkish hosts and Mr Michel's decision to sit down while his colleague remained standing. Dutch Euro MP Sophie in 't Veld complained it was a deliberate slight by the Turks that ""puts into question the equal treatment"" of Mrs von der Leyen, and that it was not a coincidence she was the only woman in the room. It did not go unnoticed that Turkey's recent decision to pull out of the Istanbul convention on violence against women was on the agenda for Tuesday's talks. Iratxe García Pérez, leader of the Socialists and Democrats in the European Parliament, said it was ""shameful"", with Turkey first leaving the Istanbul convention, then leaving the Commission president without a seat. Ties between Turkey and the EU have been strained for years, over the influx of migrants and recently over Turkey's drive for gas in the Eastern Mediterranean. After the meeting, Mrs von der Leyen held out hope of revising a 2016 deal under which the EU pays Turkey to prevent large-scale arrivals in Greece."
BBC,https://www.bbc.com/news/world-europe-56663221,Top officers given life terms for Turkish coup plot,7 Apr 2021,"Former top-ranking officers in the Turkish army have been jailed for life in a mass trial of 497 defendants accused over the failed July 2016 coup. The trial coming to an end on Wednesday dates back to October 2017 and is described as the final case in the capital, Ankara. Most of those accused were members of Turkey's presidential guard regiment. Ever since the failed coup, Mr Erdogan has targeted Gulen supporters, with many Turks losing their jobs in the public sector as well as in the military on suspicion of support for the movement. Another 2,500 Turks have already been jailed for life in earlier cases. During the chaotic night of 15-16 July 2016, a section of the military blocked bridges over the Bosphorus in Istanbul, seized TV channels and targeted parliament while the president was on holiday. He soon succeeded in flying into Istanbul, his supporters took to the streets and within hours the coup was over. The failed coup continues to cast a shadow over Turkish public life, and particularly over President Erdogan's relationship with the military. When 104 retired admirals signed an open letter this week criticising a vast Istanbul canal project championed by the president, 10 of them were detained to face charges similar to those levelled against the coup-plotters. The leader of the Good (IYI) party, Meral Aksener, accused Mr Erdogan on Wednesday of using the ex-admirals' statement as a pretext to ignore the issues that mattered to Turks."
BBC,https://www.bbc.com/news/world-europe-56640495,Turkey detains admirals who criticised giant canal,5 Apr 2021,"Turkey has detained 10 retired admirals after they openly criticised a huge Istanbul canal project championed by President Recep Tayyip Erdogan. Some Turkish opposition politicians accused the government of ""coup paranoia"". Last month the government approved plans for Canal Istanbul, which is to be about 45km (31 miles) long, running north to south through Istanbul, just west of the Bosphorus. The retired admirals raised fears that it could undermine the 1936 Montreux Convention, which granted Turkey control over the Bosphorus Strait within its borders, and set limits for commercial and naval shipping there. They wrote that ""any kind of discourse and activity"" that could open the convention up for discussion should be avoided, adding that it ""best protects Turkish interests"". It claims Turkish maritime rights in the Eastern Mediterranean, including waters around some Greek islands. Tensions have escalated in the past year, as Turkey is prospecting for oil and gas in the area. In the secular Turkish republic created by Mustafa Kemal Ataturk the military were seen as guardians of the secular order. In 2011 Mr Erdogan said ""we are rolling up our sleeves for Canal Istanbul, one of the greatest projects of the centuries, that will outshine the Panama and Suez canals"". Some argue that Turkey's struggling economy can ill afford it, that Istanbul needs better earthquake protection, and that the project will create more pollution in the crowded city of more than 15 million."
BBC,https://www.bbc.com/news/world-europe-56516462,Women rise up as Turkey quits violence treaty,26 Mar 2021,"It has been a tumultuous and anxious week for women in Turkey. When President Recep Tayyip Erdogan issued a decree at midnight last Friday, annulling Turkey's ratification of the Istanbul Convention on violence against women, women poured on to the streets of Turkish cities to protest. Among the protesters' slogans were ""Istanbul Convention saves lives"" and ""We don't accept one man's decision"". Women's rights activists, lawyers and opposition politicians have denounced Mr Erdogan's decree, insisting he cannot legally take Turkey out of an international convention ratified by parliament. Women are killed in Turkey every day and critics argue that this move puts women in even greater danger. According to Turkey's We Will Stop Femicide Platform, at least 300 women were murdered in 2020, mostly by their partners, and 171 more women were found dead under suspicious circumstances. Turkey was the first state to ratify the convention, by a unanimous vote in the parliament in 2012, and it was actively supported by the Women and Democracy Association (Kadem), whose vice-chair is President Erdogan's daughter. He even praised the convention at one point as evidence that Turkey was a leader in gender equality. President Erdogan's spokesperson, Fahrettin Altun, argued that the Istanbul Convention's original intention of promoting women's rights had been ""hijacked by a group of people attempting to normalise homosexuality"" and that it was incompatible with Turkey's social and family values. To quell the critics, senior AKP members announced they would deal with domestic violence through judicial reform and an Ankara Convention that would claim its power from ""traditions and customs"". The change further weakened the Turkish lira. Whatever the rationale may be, there is a sense that the man who has dominated Turkey since 2003 is seeking to consolidate his conservative support base as opinion polls signal discontent among voters. State prosecutors in Turkey are also moving to ban the country's third-largest party, the Kurdish-rooted Peoples' Democratic Party (HDP)."
BBC,https://www.bbc.com/sport/football/56516042,Turkey stun Netherlands in qualifying,24 Mar 2021,Netherlands began their 2022 World Cup qualifying campaign with a surprise defeat by Turkey. It proved a difficult evening for the Netherlands who initially struggled to trouble Ugurcan Cakır in the Turkey goal.
BBC,https://www.bbc.com/news/uk-england-surrey-56506954,Driver charged after 17 migrants found in lorry,24 Mar 2021,"Turkish national Hakan Zengin, 36, has been charged with assisting illegal immigration and is due to appear at Kingston Crown Court on 20 April."
BBC,https://www.bbc.com/news/business-56479702,Turkish lira falls 15% after bank governor sacked,22 Mar 2021,"Turkey's currency tumbled as much as 15% after President Recep Tayyip Erdogan sacked the country's central bank governor over the weekend. The removal has shocked both local and foreign investors who had praised Turkey's central bank's recent monetary policy. The fallout from the sacking hit shares on the Istanbul stock exchange, and raised concerns about the impact Turkey's borrowing costs. After dropping sharply, the lira then recovered some ground to stand about 8% lower against the US dollar after Finance Minister Lutfi Elvan said Turkey would stick to free market rules. Last week, the Turkish currency rose strongly after Mr Agbal increased interest rates by 2 percentage points, double what economists expected. Investors have been calling for tighter monetary policy in Turkey to tame its high inflation rate, as prices rise rapidly in the country. Turkey's interest rate stands at 19% which has attracted foreign investors to park their cash in the currency."
BBC,https://www.bbc.com/news/world-europe-56476909,US condemns Turkey for quitting violence treaty,22 Mar 2021,"US President Joe Biden has condemned Turkey for withdrawing from an international accord designed to protect women from violence. But Turkey said the Istanbul Convention - which seeks to prevent, prosecute and eliminate domestic violence - was incompatible with its family values. Women's rights activists say the Istanbul Convention was crucial to combating domestic violence in Turkey. Aside from Turkey, the treaty had only been ratified by 34 countries. ""Around the world, we are seeing increases in the number of domestic violence incidents, including reports of rising femicide in Turkey,"" Mr Biden said. The EU's foreign policy chief, Josep Borrell, said Turkey was sending ""a dangerous message across the world"" about the rights of women. ""We therefore cannot but urge Turkey to reverse its decision,"" Mr Borrell said. ""This move is a huge setback to these efforts and all the more deplorable because it compromises the protection of women in Turkey, across Europe and beyond,"" Secretary-General Buric said. ""The Istanbul Convention, originally intended to promote women's rights, was hijacked by a group of people attempting to normalise homosexuality - which is incompatible with Turkey's social and family values. It said Turkey was not the only country that had ""serious concerns"" about the Istanbul Convention. Despite quitting the convention, the Turkish government ""will not give up on its fight against domestic violence"", the statement added. President Erdogan, who has dominated the country for nearly two decades, has been accused of eroding Turkey's secular character and promoting social conservatism. Conservative critics of the Istanbul Convention said it was being used to advocate for greater acceptance of the LGBT community in Turkey. The Human Rights Watch group says ""anti-LGBT policy has become a polarising tool for the Turkish government in its crackdown on opposition voices"". At least 300 women were murdered in the country last year, according to Turkey's We Will Stop Femicide Platform. The rape and murder of 23-year-old student Sule Cet in the capital Ankara in May 2018 struck a particular chord, prompting demonstrations and widespread media coverage."
BBC,https://www.bbc.com/news/world-middle-east-56474734,Millions around world celebrate Persian New Year,21 Mar 2021,"It is mainly celebrated in Iran, Afghanistan, the Kurdish regions of Iraq and Turkey as well as by Parsis in India and diaspora communities around the rest of the world. In Turkey, thousands of Kurdish people celebrated in Istanbul with music and dancing."
